Date,Close_Price,Log_Returns
2023-11-29,3031.426025390625,0.011004766258533095
2023-11-30,3056.444091796875,0.00821903449339208
2023-12-01,3136.511962890625,0.025859163893542734
2023-12-04,3257.326904296875,0.03779554837733633
2023-12-05,3259.194580078125,0.0005732125143351841
2023-12-06,3334.74072265625,0.02291482848616976
2023-12-07,3298.66357421875,-0.010877523076953537
2023-12-08,3321.125732421875,0.006786392548369738
2023-12-11,3328.35107421875,0.0021732069606828983
2023-12-12,3285.687255859375,-0.012901168084062378
2023-12-13,3342.113525390625,0.017027558530856614
2023-12-14,3374.8486328125,0.00974707488841192
2023-12-15,3428.81689453125,0.01586479918648292
2023-12-18,3432.35595703125,0.0010316203630000343
2023-12-19,3439.5810546875,0.0021027842095169788
2023-12-20,3360.49609375,-0.023261067514905944
2023-12-21,3366.05029296875,0.0016514270954872364
2023-12-22,3418.937255859375,0.015589721761589188
2023-12-26,3430.83203125,0.0034730475869599277
2023-12-27,3483.86669921875,0.015339990944259441
2023-12-28,3458.357177734375,-0.0073491252226254525
2023-12-29,3466.172119140625,0.002257177170951282
2024-01-01,3465.63134765625,-0.00015602620243409412
2024-01-02,3379.763671875,-0.02508903567313569
2024-01-03,3381.975341796875,0.0006541719508176756
2024-01-04,3400.013916015625,0.005319565121862638
2024-01-05,3462.1416015625,0.018107833022555805
2024-01-08,3441.694580078125,-0.00592339700164816
2024-01-09,3495.61376953125,0.01554501328687646
2024-01-10,3485.34130859375,-0.0029429979814766844
2024-01-11,3445.380859375,-0.01153152328558447
2024-01-12,3508.245849609375,0.018081702010868686
2024-01-15,3482.932861328125,-0.00724143951749742
2024-01-16,3512.865966796875,0.008557503974283544
2024-01-17,3510.359375,-0.0007138007913218607
2024-01-18,3534.984375,0.006990460977334174
2024-01-19,3584.135986328125,0.013808557752853633
2024-01-23,3490.747802734375,-0.02640145362052131
2024-01-24,3528.2998046875,0.010700129800749088
2024-01-25,3532.4775390625,0.0011833640006287747
2024-01-29,3645.083740234375,0.031379862010311434
2024-01-30,3571.651611328125,-0.02035121416315426
2024-01-31,3420.706787109375,-0.043180932414612176
2024-02-01,3340.343994140625,-0.023773398677214244
2024-02-02,3318.766357421875,-0.006480659156958482
2024-02-05,3285.04833984375,-0.0102117676323373
2024-02-06,3366.1484375,0.024387826721657145
2024-02-07,3337.099853515625,-0.008667071414520904
2024-02-08,3278.904541015625,-0.01759273724661395
2024-02-09,3268.140380859375,-0.003288252939684579
2024-02-12,3243.564453125,-0.007548267327229907
2024-02-13,3265.14208984375,0.006630415928775034
2024-02-14,3252.85400390625,-0.003770514838867818
2024-02-15,3244.3017578125,-0.0026326138226603056
2024-02-16,3329.28466796875,0.025857314278129092
