Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
LT,07-Nov-2025,30-Dec-2025,PE,4280.00,-,-,-,603.35,-,390.40,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,4180.00,-,-,-,278.95,-,308.80,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3580.00,5.40,5.40,2.00,2.45,2.45,3.95,75.00,470.23,0.35,17850.00,7000.00,-
LT,07-Nov-2025,27-Jan-2026,PE,4000.00,-,-,-,139.80,139.80,204.30,-,-,-,700.00,-,-
LT,07-Nov-2025,27-Jan-2026,PE,4080.00,-,-,-,243.75,-,253.20,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,4060.00,-,-,-,114.15,114.15,221.50,-,-,-,3675.00,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3560.00,-,-,-,135.90,-,22.75,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,4360.00,-,-,-,671.95,-,460.10,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3500.00,1.15,2.00,0.85,0.85,0.85,0.85,293.00,1795.28,0.66,146300.00,-1050.00,-
LT,07-Nov-2025,25-Nov-2025,PE,3860.00,49.00,64.00,36.65,40.80,42.10,40.80,2923.00,19997.13,252.26,74025.00,20300.00,-
LT,07-Nov-2025,30-Dec-2025,PE,3880.00,-,-,-,76.30,76.30,118.10,-,-,-,1575.00,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4280.00,-,-,-,600.25,-,387.95,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3680.00,-,-,-,189.75,-,46.35,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3200.00,3.70,3.70,3.65,3.70,3.70,1.10,13.00,72.88,0.08,5950.00,1925.00,-
LT,07-Nov-2025,30-Dec-2025,PE,3520.00,-,-,-,120.40,-,17.45,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3540.00,1.90,2.30,1.65,2.00,2.00,2.25,20.00,123.97,0.07,18550.00,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3480.00,-,-,-,106.05,-,13.15,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4120.00,263.00,268.75,242.65,268.75,268.75,239.55,5.00,38.28,2.23,3675.00,-350.00,-
LT,07-Nov-2025,25-Nov-2025,PE,4360.00,-,-,-,673.75,-,466.10,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3440.00,-,-,-,62.75,-,0.45,-,-,-,-,-,-
LT,07-Nov-2025,27-Jan-2026,PE,3520.00,-,-,-,44.00,-,31.50,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3760.00,17.60,26.00,13.15,14.75,15.40,14.75,742.00,4907.26,24.90,43925.00,-4200.00,-
LT,07-Nov-2025,30-Dec-2025,PE,3800.00,65.70,73.00,55.00,58.70,60.00,58.70,102.00,689.87,11.57,60900.00,2275.00,-
LT,07-Nov-2025,25-Nov-2025,PE,3520.00,-,-,-,1.15,1.45,1.70,-,-,-,4900.00,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4440.00,-,-,-,748.85,-,545.25,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3840.00,41.40,54.30,30.00,33.90,34.75,33.90,3262.00,22168.36,247.72,156275.00,121625.00,-
LT,07-Nov-2025,27-Jan-2026,PE,3880.00,-,-,-,147.50,-,141.65,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4200.00,305.00,306.25,300.00,303.60,304.55,303.60,7.00,55.16,3.71,55125.00,350.00,-
LT,07-Nov-2025,30-Dec-2025,PE,4080.00,-,-,-,135.05,135.05,235.15,-,-,-,2275.00,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3400.00,-,-,-,81.05,-,7.10,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,4000.00,158.00,176.70,145.35,149.30,149.30,183.10,14.00,101.95,3.95,32550.00,-1225.00,-
LT,07-Nov-2025,27-Jan-2026,PE,3680.00,-,-,-,79.80,-,66.95,-,-,-,-,-,-
LT,07-Nov-2025,27-Jan-2026,PE,3760.00,-,-,-,103.45,-,92.45,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3920.00,-,-,-,68.70,68.70,137.95,-,-,-,3150.00,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4140.00,-,-,-,185.00,185.00,257.10,-,-,-,2975.00,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4520.00,-,-,-,825.10,-,624.80,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,4480.00,-,-,-,778.45,-,569.90,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4480.00,-,-,-,786.85,-,585.00,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4100.00,230.00,245.55,206.75,209.30,208.70,209.30,62.00,469.59,24.74,93450.00,-2450.00,-
LT,07-Nov-2025,25-Nov-2025,PE,4220.00,-,-,-,546.50,-,330.55,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4080.00,209.00,215.00,185.30,185.30,185.30,205.60,7.00,52.47,2.49,20825.00,-700.00,-
LT,07-Nov-2025,30-Dec-2025,PE,4220.00,-,-,-,305.60,-,340.60,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,4440.00,-,-,-,678.20,-,532.75,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3920.00,81.95,100.00,62.40,69.05,70.40,69.05,1488.00,10417.90,210.22,75075.00,-55125.00,-
LT,07-Nov-2025,25-Nov-2025,PE,3400.00,1.40,2.10,0.95,1.10,1.10,1.10,67.00,398.81,0.16,64925.00,525.00,-
LT,07-Nov-2025,25-Nov-2025,PE,4020.00,150.00,169.75,134.40,139.05,135.30,139.05,105.00,767.07,28.39,37450.00,-4725.00,-
LT,07-Nov-2025,30-Dec-2025,PE,4400.00,-,-,-,707.00,-,496.10,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,4240.00,-,-,-,569.90,-,356.95,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4240.00,-,-,-,564.25,-,349.55,-,-,-,-,-,-
LT,07-Nov-2025,27-Jan-2026,PE,4040.00,-,-,-,222.20,-,228.05,-,-,-,-,-,-
LT,07-Nov-2025,27-Jan-2026,PE,4280.00,-,-,-,367.25,-,397.35,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4060.00,185.50,211.95,162.85,168.00,168.00,189.35,25.00,185.79,8.16,44275.00,-1050.00,-
LT,07-Nov-2025,27-Jan-2026,PE,3960.00,-,-,-,182.60,-,181.95,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4040.00,167.90,190.05,145.00,159.55,159.55,173.65,84.00,619.51,25.63,36925.00,-3150.00,-
LT,07-Nov-2025,30-Dec-2025,PE,3700.00,-,-,-,61.80,-,51.60,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3740.00,16.40,21.15,10.50,11.80,11.75,11.80,372.00,2444.63,9.89,49525.00,5425.00,-
LT,07-Nov-2025,30-Dec-2025,PE,4100.00,-,-,-,175.00,175.00,249.15,-,-,-,5600.00,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3820.00,-,-,-,57.40,57.40,91.85,-,-,-,350.00,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3860.00,-,-,-,112.45,-,108.90,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,4520.00,-,-,-,703.65,-,607.55,-,-,-,-,-,-
LT,07-Nov-2025,27-Jan-2026,PE,4240.00,-,-,-,340.55,-,366.30,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3760.00,48.65,53.85,46.95,46.95,46.95,69.75,20.00,133.36,1.76,23625.00,-,-
LT,07-Nov-2025,27-Jan-2026,PE,4200.00,-,-,-,314.80,-,336.25,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3600.00,3.50,4.70,2.50,2.95,2.90,2.95,697.00,4395.63,4.53,168000.00,7000.00,-
LT,07-Nov-2025,25-Nov-2025,PE,4000.00,132.00,161.00,113.35,124.00,126.05,124.00,652.00,4718.64,154.64,314650.00,-14175.00,-
LT,07-Nov-2025,27-Jan-2026,PE,3600.00,30.00,33.00,30.00,32.95,32.95,46.80,8.00,50.86,0.46,2800.00,1225.00,-
LT,07-Nov-2025,30-Dec-2025,PE,4160.00,-,-,-,190.00,190.00,293.40,-,-,-,4025.00,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3960.00,102.45,129.65,86.25,93.95,93.75,93.95,339.00,2410.97,61.70,75600.00,-6300.00,-
LT,07-Nov-2025,30-Dec-2025,PE,4040.00,-,-,-,133.60,133.60,208.30,-,-,-,1400.00,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3980.00,120.95,145.00,100.30,108.60,109.45,108.60,170.00,1219.57,35.52,48825.00,-2975.00,-
LT,07-Nov-2025,25-Nov-2025,PE,4400.00,-,-,-,457.30,457.30,505.60,-,-,-,7525.00,-,-
LT,07-Nov-2025,27-Jan-2026,PE,3840.00,-,-,-,131.70,-,123.75,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,4140.00,-,-,-,192.40,192.40,278.30,-,-,-,175.00,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3820.00,33.05,45.80,24.40,27.75,29.00,27.75,1481.00,9987.47,86.98,34125.00,6475.00,-
LT,07-Nov-2025,27-Jan-2026,PE,4160.00,-,-,-,290.05,-,307.35,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3440.00,-,-,-,92.90,-,9.75,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3880.00,58.65,74.55,43.85,49.25,51.05,49.25,1324.00,9123.60,133.64,43750.00,3850.00,-
LT,07-Nov-2025,30-Dec-2025,PE,3780.00,-,-,-,50.40,50.40,76.65,-,-,-,525.00,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3660.00,-,-,-,52.10,-,41.55,-,-,-,-,-,-
LT,07-Nov-2025,27-Jan-2026,PE,3920.00,-,-,-,164.45,-,161.05,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3640.00,4.80,6.80,3.70,4.00,4.10,4.00,347.00,2213.53,3.14,46200.00,11900.00,-
LT,07-Nov-2025,30-Dec-2025,PE,4020.00,-,-,-,96.65,96.65,195.50,-,-,-,1050.00,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3740.00,-,-,-,72.55,-,63.25,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3960.00,149.00,149.00,149.00,149.00,149.00,159.60,1.00,7.19,0.26,1225.00,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3940.00,-,-,-,92.00,92.00,148.55,-,-,-,350.00,-,-
LT,07-Nov-2025,27-Jan-2026,PE,3640.00,-,-,-,69.30,-,56.25,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3560.00,3.00,3.00,2.30,2.45,2.45,3.00,16.00,99.76,0.08,6650.00,-1925.00,-
LT,07-Nov-2025,30-Dec-2025,PE,3720.00,-,-,-,210.10,-,57.20,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3700.00,10.30,13.75,6.55,7.60,7.30,7.60,1482.00,9620.54,24.59,318675.00,6825.00,-
LT,07-Nov-2025,30-Dec-2025,PE,3900.00,106.00,118.00,94.00,95.00,95.00,95.00,29.00,203.35,5.42,18025.00,2275.00,-
LT,07-Nov-2025,25-Nov-2025,PE,3620.00,4.50,5.90,3.10,3.40,3.35,3.40,434.00,2752.81,3.42,42700.00,35875.00,-
LT,07-Nov-2025,25-Nov-2025,PE,3480.00,-,-,-,1.10,1.10,0.90,-,-,-,175.00,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3780.00,24.00,31.50,16.00,18.40,18.15,18.40,651.00,4332.95,26.59,29575.00,1400.00,-
LT,07-Nov-2025,27-Jan-2026,PE,4400.00,-,-,-,453.15,-,495.95,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4160.00,-,-,-,139.30,139.30,275.05,-,-,-,2800.00,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3800.00,25.60,38.35,19.75,22.55,23.20,22.55,3176.00,21275.09,154.69,359100.00,9275.00,-
LT,07-Nov-2025,27-Jan-2026,PE,3720.00,-,-,-,90.95,-,79.00,-,-,-,-,-,-
LT,07-Nov-2025,27-Jan-2026,PE,4480.00,-,-,-,514.30,-,565.50,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,3940.00,92.35,112.80,73.35,80.70,82.40,80.70,648.00,4568.78,100.82,84525.00,7525.00,-
LT,07-Nov-2025,27-Jan-2026,PE,3800.00,-,-,-,117.00,-,107.35,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3360.00,-,-,-,2.10,2.10,5.10,-,-,-,6300.00,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4260.00,-,-,-,582.20,-,368.65,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,4320.00,-,-,-,637.40,-,424.80,-,-,-,-,-,-
LT,07-Nov-2025,25-Nov-2025,PE,4320.00,-,-,-,636.80,-,426.85,-,-,-,-,-,-
LT,07-Nov-2025,30-Dec-2025,PE,3600.00,20.95,23.00,17.25,18.00,18.00,18.00,116.00,734.89,4.09,29750.00,-4200.00,-
LT,07-Nov-2025,30-Dec-2025,PE,3840.00,-,-,-,278.20,-,100.15,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3400.00,1.30,1.30,0.75,1.15,1.05,1.15,205.00,1220.07,0.32,64400.00,350.00,-
LT,06-Nov-2025,30-Dec-2025,PE,4100.00,-,-,-,175.00,175.00,251.00,-,-,-,5600.00,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3920.00,50.05,77.95,33.60,73.25,68.55,73.25,2407.00,16766.99,254.97,130200.00,-700.00,-
LT,06-Nov-2025,25-Nov-2025,PE,4120.00,225.00,225.00,225.00,225.00,225.00,241.40,2.00,15.21,0.79,4025.00,-,-
LT,06-Nov-2025,30-Dec-2025,PE,4000.00,106.00,152.75,106.00,152.15,151.90,152.15,79.00,570.49,17.49,33775.00,1050.00,-
LT,06-Nov-2025,25-Nov-2025,PE,3440.00,-,-,-,62.75,-,0.60,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3720.00,4.05,12.00,4.05,11.15,10.05,11.15,807.00,5265.04,11.47,91350.00,-20650.00,-
LT,06-Nov-2025,30-Dec-2025,PE,4280.00,-,-,-,603.35,-,391.90,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,3980.00,-,-,-,85.30,85.30,173.05,-,-,-,700.00,-,-
LT,06-Nov-2025,30-Dec-2025,PE,4360.00,-,-,-,671.95,-,461.40,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,4060.00,109.45,178.00,107.15,174.70,173.70,174.70,59.00,432.91,13.71,45325.00,-2625.00,-
LT,06-Nov-2025,25-Nov-2025,PE,4280.00,-,-,-,600.25,-,388.95,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,4320.00,-,-,-,637.40,-,426.20,-,-,-,-,-,-
LT,06-Nov-2025,27-Jan-2026,PE,4040.00,-,-,-,222.20,-,229.80,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,3360.00,5.40,6.60,2.10,2.10,2.10,5.45,23.00,135.48,0.24,6300.00,2275.00,-
LT,06-Nov-2025,30-Dec-2025,PE,4040.00,-,-,-,133.60,133.60,210.20,-,-,-,1400.00,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3900.00,40.10,66.35,27.50,62.45,58.00,62.45,5032.00,34760.26,416.86,376075.00,-1225.00,-
LT,06-Nov-2025,25-Nov-2025,PE,3200.00,0.85,0.85,0.85,0.85,0.85,0.85,1.00,5.60,-,14175.00,175.00,-
LT,06-Nov-2025,27-Jan-2026,PE,4120.00,-,-,-,266.35,-,281.35,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,3780.00,-,-,-,50.40,50.40,78.35,-,-,-,525.00,-,-
LT,06-Nov-2025,30-Dec-2025,PE,3720.00,-,-,-,210.10,-,58.70,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3880.00,34.75,56.60,22.85,53.25,49.55,53.25,1264.00,8671.57,89.01,39900.00,875.00,-
LT,06-Nov-2025,30-Dec-2025,PE,3900.00,68.65,99.00,68.00,96.70,99.00,96.70,35.00,244.25,5.38,15750.00,2800.00,-
LT,06-Nov-2025,30-Dec-2025,PE,3560.00,-,-,-,135.90,-,23.70,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,3880.00,-,-,-,76.30,76.30,120.00,-,-,-,1575.00,-,-
LT,06-Nov-2025,27-Jan-2026,PE,4480.00,-,-,-,514.30,-,566.70,-,-,-,-,-,-
LT,06-Nov-2025,27-Jan-2026,PE,4080.00,-,-,-,243.75,-,254.95,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,4240.00,-,-,-,569.90,-,358.50,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,4480.00,-,-,-,786.85,-,585.60,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,4200.00,222.00,311.40,222.00,306.50,305.00,306.50,14.00,109.37,6.47,54775.00,1050.00,-
LT,06-Nov-2025,25-Nov-2025,PE,4000.00,81.25,131.50,67.50,124.90,118.30,124.90,2122.00,15197.04,343.04,328825.00,-33600.00,-
LT,06-Nov-2025,30-Dec-2025,PE,3200.00,2.35,3.75,1.45,3.70,3.70,3.70,20.00,112.11,0.11,4025.00,525.00,-
LT,06-Nov-2025,30-Dec-2025,PE,3440.00,-,-,-,92.90,-,10.30,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3940.00,53.05,89.75,40.55,85.40,79.25,85.40,1707.00,11956.55,186.78,77000.00,-5075.00,-
LT,06-Nov-2025,30-Dec-2025,PE,4200.00,-,-,-,537.10,-,326.20,-,-,-,-,-,-
LT,06-Nov-2025,27-Jan-2026,PE,3800.00,-,-,-,117.00,-,108.95,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,3640.00,-,-,-,170.60,-,38.30,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,4360.00,-,-,-,673.75,-,466.90,-,-,-,-,-,-
LT,06-Nov-2025,27-Jan-2026,PE,4400.00,-,-,-,453.15,-,497.30,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,4080.00,168.85,192.00,165.55,192.00,192.00,192.00,9.00,67.04,2.78,21525.00,-350.00,-
LT,06-Nov-2025,27-Jan-2026,PE,3440.00,-,-,-,31.45,-,21.05,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,4160.00,-,-,-,190.00,190.00,295.15,-,-,-,4025.00,-,-
LT,06-Nov-2025,25-Nov-2025,PE,4020.00,88.40,145.75,79.65,141.10,136.95,141.10,363.00,2615.60,61.90,42175.00,-3500.00,-
LT,06-Nov-2025,25-Nov-2025,PE,4140.00,184.95,185.00,184.95,185.00,185.00,258.85,2.00,15.14,0.65,2975.00,-175.00,-
LT,06-Nov-2025,25-Nov-2025,PE,4320.00,-,-,-,636.80,-,427.75,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3680.00,2.80,7.60,2.80,7.00,6.45,7.00,293.00,1889.97,3.05,82775.00,14875.00,-
LT,06-Nov-2025,25-Nov-2025,PE,3500.00,1.40,1.40,0.55,1.15,1.20,1.15,1091.00,6684.06,1.69,147350.00,28350.00,-
LT,06-Nov-2025,25-Nov-2025,PE,3600.00,2.50,3.60,1.30,3.40,3.15,3.40,660.00,4161.16,3.16,161000.00,-12600.00,-
LT,06-Nov-2025,30-Dec-2025,PE,3800.00,36.15,60.00,36.15,59.30,58.25,59.30,53.00,357.02,4.57,58625.00,175.00,-
LT,06-Nov-2025,25-Nov-2025,PE,3520.00,1.20,1.55,0.70,1.15,1.45,1.15,38.00,234.16,0.08,4900.00,350.00,-
LT,06-Nov-2025,30-Dec-2025,PE,3940.00,-,-,-,92.00,92.00,150.45,-,-,-,350.00,-,-
LT,06-Nov-2025,27-Jan-2026,PE,4240.00,-,-,-,340.55,-,367.90,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,4480.00,-,-,-,778.45,-,570.95,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,4140.00,-,-,-,192.40,192.40,280.05,-,-,-,175.00,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3980.00,70.40,116.75,57.90,111.35,106.05,111.35,833.00,5920.48,118.64,51800.00,-6300.00,-
LT,06-Nov-2025,25-Nov-2025,PE,4240.00,-,-,-,564.25,-,350.70,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3580.00,2.20,2.20,1.90,1.90,1.90,4.60,8.00,50.15,0.03,10850.00,-700.00,-
LT,06-Nov-2025,25-Nov-2025,PE,4400.00,457.30,457.30,457.30,457.30,457.30,506.30,1.00,8.50,0.80,7525.00,175.00,-
LT,06-Nov-2025,30-Dec-2025,PE,3960.00,104.25,104.25,104.25,104.25,104.25,161.55,1.00,7.11,0.18,1225.00,-,-
LT,06-Nov-2025,25-Nov-2025,PE,4100.00,138.00,211.70,135.95,206.50,203.15,206.50,103.00,769.46,30.43,95900.00,-7175.00,-
LT,06-Nov-2025,30-Dec-2025,PE,3520.00,-,-,-,120.40,-,18.25,-,-,-,-,-,-
LT,06-Nov-2025,27-Jan-2026,PE,4320.00,-,-,-,394.95,-,430.85,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3660.00,4.05,6.25,3.60,5.65,5.25,5.65,827.00,5304.34,7.41,156275.00,90825.00,-
LT,06-Nov-2025,30-Dec-2025,PE,3700.00,-,-,-,61.80,-,53.00,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3840.00,27.15,40.25,15.05,37.80,34.65,37.80,712.00,4818.87,34.23,34650.00,3500.00,-
LT,06-Nov-2025,30-Dec-2025,PE,3600.00,14.10,20.95,12.30,18.80,18.60,18.80,105.00,664.73,3.23,33950.00,11375.00,-
LT,06-Nov-2025,30-Dec-2025,PE,4120.00,-,-,-,145.15,145.15,265.35,-,-,-,2800.00,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3620.00,2.80,2.80,2.80,2.80,2.80,2.80,1.00,6.34,0.01,6825.00,-,-
LT,06-Nov-2025,27-Jan-2026,PE,3680.00,-,-,-,79.80,-,68.25,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,4080.00,-,-,-,135.05,135.05,237.00,-,-,-,2275.00,-,-
LT,06-Nov-2025,25-Nov-2025,PE,4440.00,-,-,-,748.85,-,545.90,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,3680.00,-,-,-,189.75,-,47.70,-,-,-,-,-,-
LT,06-Nov-2025,27-Jan-2026,PE,4200.00,-,-,-,314.80,-,337.90,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3860.00,27.10,47.70,18.20,45.15,40.65,45.15,1274.00,8679.47,73.60,53725.00,2100.00,-
LT,06-Nov-2025,30-Dec-2025,PE,4220.00,-,-,-,305.60,-,342.25,-,-,-,-,-,-
LT,06-Nov-2025,27-Jan-2026,PE,4000.00,142.40,142.40,139.80,139.80,139.80,206.05,4.00,28.99,0.99,700.00,525.00,-
LT,06-Nov-2025,25-Nov-2025,PE,3820.00,15.65,33.35,11.00,31.20,28.50,31.20,420.00,2824.77,17.07,27650.00,3325.00,-
LT,06-Nov-2025,30-Dec-2025,PE,4440.00,-,-,-,678.20,-,533.85,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,4060.00,-,-,-,114.15,114.15,223.40,-,-,-,3675.00,-,-
LT,06-Nov-2025,30-Dec-2025,PE,4180.00,-,-,-,278.95,-,310.50,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,3860.00,-,-,-,112.45,-,110.75,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,4520.00,-,-,-,703.65,-,608.55,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3540.00,1.40,2.20,1.40,1.90,1.90,2.70,10.00,61.98,0.03,18550.00,-175.00,-
LT,06-Nov-2025,25-Nov-2025,PE,4260.00,-,-,-,582.20,-,369.75,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,3920.00,-,-,-,68.70,68.70,139.85,-,-,-,3150.00,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3780.00,8.00,22.40,7.85,20.65,19.35,20.65,194.00,1288.49,5.18,28175.00,-525.00,-
LT,06-Nov-2025,25-Nov-2025,PE,3480.00,1.10,1.10,1.10,1.10,1.10,1.15,1.00,6.09,-,175.00,175.00,-
LT,06-Nov-2025,25-Nov-2025,PE,3700.00,6.30,9.60,3.25,8.90,7.95,8.90,2489.00,16146.77,30.50,311850.00,-29750.00,-
LT,06-Nov-2025,30-Dec-2025,PE,4260.00,-,-,-,333.40,-,375.05,-,-,-,-,-,-
LT,06-Nov-2025,27-Jan-2026,PE,3920.00,-,-,-,164.45,-,162.80,-,-,-,-,-,-
LT,06-Nov-2025,27-Jan-2026,PE,3720.00,-,-,-,90.95,-,80.40,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3640.00,2.85,5.15,2.45,4.85,4.40,4.85,222.00,1415.75,1.61,34300.00,-2800.00,-
LT,06-Nov-2025,25-Nov-2025,PE,4220.00,-,-,-,546.50,-,331.85,-,-,-,-,-,-
LT,06-Nov-2025,25-Nov-2025,PE,3960.00,72.00,102.80,48.85,97.80,90.75,97.80,1808.00,12746.71,217.27,81900.00,-7525.00,-
LT,06-Nov-2025,27-Jan-2026,PE,4280.00,-,-,-,367.25,-,398.90,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,3760.00,35.00,50.00,30.45,48.60,47.20,48.60,67.00,445.56,4.70,23625.00,9800.00,-
LT,06-Nov-2025,25-Nov-2025,PE,3800.00,18.20,27.00,9.90,25.20,23.50,25.20,1809.00,12088.09,58.24,349825.00,-16625.00,-
LT,06-Nov-2025,25-Nov-2025,PE,4040.00,97.05,162.65,90.80,156.45,152.00,156.45,106.00,771.28,21.86,40075.00,-5250.00,-
LT,06-Nov-2025,25-Nov-2025,PE,3760.00,11.45,18.25,6.30,17.25,15.15,17.25,347.00,2290.41,7.15,48125.00,3500.00,-
LT,06-Nov-2025,25-Nov-2025,PE,3560.00,1.85,2.10,1.85,2.10,2.00,2.10,11.00,68.57,0.04,8575.00,-350.00,-
LT,06-Nov-2025,30-Dec-2025,PE,3740.00,-,-,-,72.55,-,64.80,-,-,-,-,-,-
LT,06-Nov-2025,30-Dec-2025,PE,3820.00,-,-,-,57.40,57.40,93.60,-,-,-,350.00,-,-
LT,06-Nov-2025,27-Jan-2026,PE,4160.00,-,-,-,290.05,-,309.05,-,-,-,-,-,-
LT,06-Nov-2025,27-Jan-2026,PE,3960.00,-,-,-,182.60,-,183.70,-,-,-,-,-,-
